name,html_link,oldest_commit_date,newest_commit_date,days_between_commits,repo_creation_date,days_between_creation
QuakeZ/RM,https://github.com/QuakeZ/RM,2020-08-08,2020-09-03,26,2020-08-08,26
quarbby/OpenCV,https://github.com/quarbby/OpenCV,2014-01-17,2015-12-09,691,2014-01-17,691
rafaelrojasmiliani/rosignite,https://github.com/rafaelrojasmiliani/rosignite,2020-08-04,2021-03-03,211,2020-08-04,211
rafikli/Robotica_Projeto_1,https://github.com/rafikli/Robotica_Projeto_1,2019-03-25,2019-04-19,25,2019-03-25,25
ragavsachdeva/shef,https://github.com/ragavsachdeva/shef,2021-08-23,2021-10-24,62,2021-08-23,62
raghuveer-sid/exp_assignment2,https://github.com/raghuveer-sid/exp_assignment2,2020-12-25,2021-02-25,62,2020-12-25,62
raghuveer-sid/exp_assignment3,https://github.com/raghuveer-sid/exp_assignment3,2021-02-25,2021-02-25,0,2021-02-25,0
raghuveer-sid/EXPRL_Assignment_1-,https://github.com/raghuveer-sid/EXPRL_Assignment_1-,2020-11-13,2021-02-25,104,2020-11-13,104
ram651991/test,https://github.com/ram651991/test,2019-10-20,2019-10-20,0,2019-10-20,0
raul2222/proyecto_ros,https://github.com/raul2222/proyecto_ros,2021-03-29,2021-06-19,82,2021-03-29,82
raven-debridement/RavenDebridement,https://github.com/raven-debridement/RavenDebridement,2013-06-28,2014-03-05,250,2013-06-28,250
RC4Group4/ResearchCamp4,https://github.com/RC4Group4/ResearchCamp4,2011-12-15,2012-07-01,199,2012-06-28,3
RCPRG-ros-pkg/tiago_behaviours,https://github.com/RCPRG-ros-pkg/tiago_behaviours,2019-12-03,2020-04-21,140,2019-12-03,140
Rctue/DialogStateMachine,https://github.com/Rctue/DialogStateMachine,2015-10-22,2021-03-09,1965,2015-10-22,1965
rcxking/wpi_sample_return_challenge_2015,https://github.com/rcxking/wpi_sample_return_challenge_2015,2014-07-29,2015-06-12,318,2014-07-29,318
rdelgadov/fuzz_testing,https://github.com/rdelgadov/fuzz_testing,2019-05-30,2021-04-13,684,2019-05-30,684
Real-Delusion/cookobot-navigation,https://github.com/Real-Delusion/cookobot-navigation,2020-03-10,2020-12-05,270,2020-03-10,270
reaverDK/SMACH,https://github.com/reaverDK/SMACH,2014-12-11,2014-12-11,0,2014-12-11,0
Reckonzz/SAUVC_2021_testing_code,https://github.com/Reckonzz/SAUVC_2021_testing_code,2021-04-10,2022-01-20,285,2021-04-10,285
ReconCell/smacha,https://github.com/ReconCell/smacha,2017-03-16,2019-07-18,854,2017-07-29,719
reem-utils/robocup2014,https://github.com/reem-utils/robocup2014,2014-02-07,2014-07-23,166,2014-02-07,166
reem-utils/robocup-code,https://github.com/reem-utils/robocup-code,2013-12-11,2013-12-11,0,2013-12-11,0
reg77777/nhk_2019,https://github.com/reg77777/nhk_2019,2019-02-22,2019-04-06,43,2019-02-22,43
renatex333/consulta-robcomp,https://github.com/renatex333/consulta-robcomp,2021-10-05,2021-10-05,0,2021-10-05,0
renatex333/RobComp-2021.2,https://github.com/renatex333/RobComp-2021.2,2021-08-09,2022-01-02,146,2022-01-03,-1
rhaschke/executive_smach_tutorials,https://github.com/rhaschke/executive_smach_tutorials,2010-07-29,2015-12-03,1953,2015-12-03,0
riccardik/exp_assignment2,https://github.com/riccardik/exp_assignment2,2020-12-08,2020-12-16,8,2020-12-08,8
riccardik/exp_assignment3,https://github.com/riccardik/exp_assignment3,2021-01-21,2021-03-02,40,2021-01-21,40
RIVeR-Lab/aero_srr_14,https://github.com/RIVeR-Lab/aero_srr_14,2013-09-19,2014-06-13,267,2014-08-04,-52
RIVeR-Lab/aero_srr_14_old,https://github.com/RIVeR-Lab/aero_srr_14_old,2013-09-19,2014-06-10,264,2013-09-19,264
rkb-1/Assignment1_ExperimentalRobotics,https://github.com/rkb-1/Assignment1_ExperimentalRobotics,2020-11-14,2020-11-14,0,2020-11-13,1
rkb-1/Experimental_Robotics_Assignment2,https://github.com/rkb-1/Experimental_Robotics_Assignment2,2020-12-10,2021-02-26,78,2020-12-10,78
rkb-1/Experimental_Robotics_Assignment3,https://github.com/rkb-1/Experimental_Robotics_Assignment3,2021-02-25,2021-02-26,1,2021-02-25,1
rll/berkeley_demos,https://github.com/rll/berkeley_demos,2011-04-12,2012-06-25,440,2011-08-19,311
rll/berkeley_utils,https://github.com/rll/berkeley_utils,2011-04-12,2013-08-30,871,2011-08-23,738
rll/pr2_simple_motions,https://github.com/rll/pr2_simple_motions,2011-05-31,2012-05-22,357,2011-10-14,221
rll/sushichallenge,https://github.com/rll/sushichallenge,2012-04-13,2012-05-21,38,2012-04-13,38
robertoalbanese/Experimental-Robotics-Laboratory,https://github.com/robertoalbanese/Experimental-Robotics-Laboratory,2020-10-05,2021-05-21,228,2020-10-04,229
robintomar1/inmoov_ros,https://github.com/robintomar1/inmoov_ros,2015-02-05,2015-04-29,83,2019-03-24,-1425
Robo-Buddy/Robuddy-Code,https://github.com/Robo-Buddy/Robuddy-Code,2017-02-27,2017-05-20,82,2017-02-27,82
robosafe/mc-vs-bdi,https://github.com/robosafe/mc-vs-bdi,2016-08-17,2017-04-04,230,2016-08-17,230
robosafe/table,https://github.com/robosafe/table,2016-03-01,2016-06-07,98,2016-03-01,98
robosafe/testbench,https://github.com/robosafe/testbench,2015-12-14,2016-08-23,253,2015-12-14,253
robosafe/testbench_ABV,https://github.com/robosafe/testbench_ABV,2016-08-23,2016-08-23,0,2016-08-23,0
robosafe/testbench-v3,https://github.com/robosafe/testbench-v3,2015-08-30,2016-06-07,282,2015-08-30,282
robosub-ucr/LeviathanAUV,https://github.com/robosub-ucr/LeviathanAUV,2019-08-23,2021-06-24,671,2019-08-23,671
robosub-ucr/SeadragonAUV,https://github.com/robosub-ucr/SeadragonAUV,2018-10-25,2020-01-21,453,2019-08-23,151
RoboSys-Alphabot/brain,https://github.com/RoboSys-Alphabot/brain,2016-11-14,2017-05-04,171,2017-01-23,101
robotics-at-maryland/qubo,https://github.com/robotics-at-maryland/qubo,2015-01-28,2020-02-19,1848,2015-04-29,1757
RoboticsClubatUCF/Laki2,https://github.com/RoboticsClubatUCF/Laki2,2018-07-20,2019-08-29,405,2018-07-20,405
robotics-upo/upo_robot_navigation,https://github.com/robotics-upo/upo_robot_navigation,2016-07-08,2019-03-21,986,2016-07-08,986
RobotnikAutomation/injerrobot_common,https://github.com/RobotnikAutomation/injerrobot_common,2016-12-07,2017-08-30,266,2016-12-07,266
RobotTX/robot_qt_ui,https://github.com/RobotTX/robot_qt_ui,2016-06-14,2018-08-08,785,2018-08-15,-7
Roboy/ball_in_socket_estimator,https://github.com/Roboy/ball_in_socket_estimator,2017-06-09,2021-09-08,1552,2017-06-09,1552
ros-agriculture/lawn_tractor,https://github.com/ros-agriculture/lawn_tractor,2018-11-26,2021-01-17,783,2018-11-26,783
ros-industrial-consortium/bohr_devel,https://github.com/ros-industrial-consortium/bohr_devel,2016-10-28,2017-08-25,301,2016-10-28,301
ROS-UWI-Sentry/main_control,https://github.com/ROS-UWI-Sentry/main_control,2021-09-06,2022-01-17,133,2021-09-06,133
rqou/prlite-pc,https://github.com/rqou/prlite-pc,2011-04-18,2015-02-25,1409,2011-04-18,1409
RRameshwar/bravobot,https://github.com/RRameshwar/bravobot,2016-10-09,2017-05-03,206,2017-01-20,103
RVSagar/hri_framework,https://github.com/RVSagar/hri_framework,2020-04-22,2020-06-30,69,2020-04-22,69
ryunika/robot,https://github.com/ryunika/robot,2019-06-16,2020-09-14,456,2019-06-16,456
Ryusei-Tomikawa/moveit_sample,https://github.com/Ryusei-Tomikawa/moveit_sample,2021-11-19,2021-11-19,0,2021-11-19,0
Ryusei-Tomikawa/seed_r7_ros_pkgs,https://github.com/Ryusei-Tomikawa/seed_r7_ros_pkgs,2022-01-05,2022-01-05,0,2022-01-05,0
Sabrin0/Assignment2-Experimental-RoboticS-LAB,https://github.com/Sabrin0/Assignment2-Experimental-RoboticS-LAB,2020-11-27,2020-12-18,21,2020-11-27,21
Sabrin0/exp_final,https://github.com/Sabrin0/exp_final,2021-03-31,2021-05-13,43,2021-03-31,43
SajadAzami/communication_node,https://github.com/SajadAzami/communication_node,2017-07-23,2018-04-17,268,2017-07-23,268
sandeepmanandhargithub/ROS-Turtlebot2,https://github.com/sandeepmanandhargithub/ROS-Turtlebot2,2016-04-02,2016-04-02,0,2016-04-02,0
Saphira7544/IsabelCastelo_MasterThesis,https://github.com/Saphira7544/IsabelCastelo_MasterThesis,2021-09-30,2021-10-04,4,2021-09-30,4
sararom15/Assignment1_Exp_Ro_Lab,https://github.com/sararom15/Assignment1_Exp_Ro_Lab,2020-11-07,2020-11-09,2,2020-11-07,2
sararom15/exp_assignment2,https://github.com/sararom15/exp_assignment2,2020-12-08,2020-12-17,9,2020-12-08,9
sararom15/exp_assignment3,https://github.com/sararom15/exp_assignment3,2020-12-29,2021-02-23,56,2020-12-29,56
sdsuvei/navigation_test,https://github.com/sdsuvei/navigation_test,2015-08-13,2015-08-20,7,2015-08-13,7
SDU-Robotics/fmapps_archive,https://github.com/SDU-Robotics/fmapps_archive,2015-03-05,2015-03-05,0,2015-03-05,0
SDU-Robotics/fmcomponent_archive,https://github.com/SDU-Robotics/fmcomponent_archive,2015-03-05,2017-09-14,924,2015-03-05,924
seed-solutions/seed_r7_ros_pkg,https://github.com/seed-solutions/seed_r7_ros_pkg,2019-06-24,2021-11-03,863,2019-06-24,863
seed-solutions/task_programmer,https://github.com/seed-solutions/task_programmer,2020-07-08,2021-10-13,462,2020-07-08,462
Senka2112/squirrel_driver_backup,https://github.com/Senka2112/squirrel_driver_backup,2014-11-12,2014-12-16,34,2014-12-16,0
Sensing-Intelligent-System/lab10-ros-smach,https://github.com/Sensing-Intelligent-System/lab10-ros-smach,2017-12-17,2017-12-18,1,2017-12-17,1
Sensing-Intelligent-System/smach-pyrobot,https://github.com/Sensing-Intelligent-System/smach-pyrobot,2021-06-07,2021-11-01,147,2021-06-07,147
SerenaRoncagliolo/Exp_Robotics_Lab_2,https://github.com/SerenaRoncagliolo/Exp_Robotics_Lab_2,2021-05-14,2021-06-03,20,2021-05-14,20
SerenaRoncagliolo/Exp_Robotics_Lab1,https://github.com/SerenaRoncagliolo/Exp_Robotics_Lab1,2021-04-21,2021-05-10,19,2021-04-21,19
sergioma295/Drone_Ros,https://github.com/sergioma295/Drone_Ros,2019-06-07,2019-06-07,0,2019-06-07,0
sethgi/mission_control-deprecated-,https://github.com/sethgi/mission_control-deprecated-,2019-01-20,2019-09-24,247,2019-01-20,247
SEUZTh/welRbot,https://github.com/SEUZTh/welRbot,2021-04-27,2021-05-06,9,2021-04-27,9
sgarciav/playground,https://github.com/sgarciav/playground,2017-08-17,2021-09-06,1481,2017-08-17,1481
shadow-robot/sr-demo,https://github.com/shadow-robot/sr-demo,2010-07-08,2020-07-13,3658,2013-01-21,2730
shadow-robot/sr-manipulation,https://github.com/shadow-robot/sr-manipulation,2010-07-08,2019-07-15,3294,2013-01-21,2366
ShankssD/METR4202-T3,https://github.com/ShankssD/METR4202-T3,2021-10-05,2021-10-24,19,2021-09-09,45
shannon112/IvoryCastle,https://github.com/shannon112/IvoryCastle,2019-03-18,2021-02-04,689,2019-03-18,689
SharedAutonomyToolkit/shared_autonomy_perception,https://github.com/SharedAutonomyToolkit/shared_autonomy_perception,2010-08-20,2014-02-17,1277,2013-09-14,156
ShinYuFish/DelftX_ROS1x_hrwros,https://github.com/ShinYuFish/DelftX_ROS1x_hrwros,2018-09-10,2018-10-18,38,2018-09-10,38
shisha101/grasp_SM,https://github.com/shisha101/grasp_SM,2015-09-22,2015-09-25,3,2015-09-22,3
Shisthruna28/amr_team,https://github.com/Shisthruna28/amr_team,2013-03-18,2018-02-05,1785,2018-02-20,-15
Shuhei-YOSHIDA/smach_practice,https://github.com/Shuhei-YOSHIDA/smach_practice,2021-12-31,2022-01-02,2,2021-12-31,2
shuishida/aims_ori_wheel,https://github.com/shuishida/aims_ori_wheel,2020-03-09,2020-03-25,16,2020-03-09,16
shydhryw/catkin_ws,https://github.com/shydhryw/catkin_ws,2019-01-09,2019-01-09,0,2019-01-09,0
SiddharthGhodasara/Neo,https://github.com/SiddharthGhodasara/Neo,2020-08-06,2020-08-06,0,2020-08-06,0
SimBil91/Asystems,https://github.com/SimBil91/Asystems,2014-10-01,2017-09-18,1083,2014-10-01,1083
simkim/ernest,https://github.com/simkim/ernest,2014-11-14,2017-02-04,813,2014-11-29,798
SkoltechRobotics/Eurobot-2017,https://github.com/SkoltechRobotics/Eurobot-2017,2011-04-14,2017-06-05,2244,2016-10-31,217
SkyRats/cv_detection,https://github.com/SkyRats/cv_detection,2019-11-11,2020-10-21,345,2019-11-11,345
SkyRats/psi3442,https://github.com/SkyRats/psi3442,2020-08-17,2021-11-08,448,2020-08-17,448
sma20/Human-Support-Robot-for-Domestic-Interaction,https://github.com/sma20/Human-Support-Robot-for-Domestic-Interaction,2020-03-03,2020-04-23,51,2020-02-25,58
smarc-project/legacy,https://github.com/smarc-project/legacy,2014-09-07,2019-11-21,1901,2019-11-21,0
smARTLab-liv/smartlabatwork-release,https://github.com/smARTLab-liv/smartlabatwork-release,2015-01-30,2016-11-10,650,2015-01-30,650
smart-robotics-team/eurobot-ros-pkg,https://github.com/smart-robotics-team/eurobot-ros-pkg,2015-08-29,2017-06-01,642,2015-08-29,642
smart-robotics-team/smart-home-ros-pkg,https://github.com/smart-robotics-team/smart-home-ros-pkg,2016-02-20,2016-05-28,98,2016-02-20,98
SMRazaRizvi96/Autonomous-RoboDog,https://github.com/SMRazaRizvi96/Autonomous-RoboDog,2021-01-14,2021-07-14,181,2021-01-14,181
SMRazaRizvi96/SemiAutonomous-RoboDog,https://github.com/SMRazaRizvi96/SemiAutonomous-RoboDog,2020-12-21,2021-07-14,205,2020-12-21,205
SMRazaRizvi96/TerminalRobot-StateMachine,https://github.com/SMRazaRizvi96/TerminalRobot-StateMachine,2020-11-13,2020-11-13,0,2020-11-13,0
socrob/autonomous_systems,https://github.com/socrob/autonomous_systems,2017-09-25,2021-10-04,1470,2017-09-25,1470
solab-ntu/solamr,https://github.com/solab-ntu/solamr,2020-08-31,2020-10-22,52,2020-08-31,52
Sollimann/Manta_v1,https://github.com/Sollimann/Manta_v1,2020-02-08,2020-02-09,1,2020-02-08,1
Sollimann/ROS_tutorials,https://github.com/Sollimann/ROS_tutorials,2019-09-08,2019-10-08,30,2019-09-08,30
SongSama/v1_testversion,https://github.com/SongSama/v1_testversion,2020-06-17,2020-06-29,12,2020-06-17,12
sonia-auv/controller_mission,https://github.com/sonia-auv/controller_mission,2016-09-30,2020-02-04,1222,2016-09-30,1222
sonmin23/deu_project,https://github.com/sonmin23/deu_project,2021-10-17,2021-12-02,46,2021-10-17,46
sophiaks/VisaoComputacional-ROS,https://github.com/sophiaks/VisaoComputacional-ROS,2020-04-27,2020-05-24,27,2020-04-27,27
SOSVR/base_code-v2,https://github.com/SOSVR/base_code-v2,2017-01-26,2018-03-22,420,2017-02-11,404
SouLeo/hri,https://github.com/SouLeo/hri,2017-08-31,2017-12-13,104,2017-08-31,104
soundarya4807289/exp_rob_assignment_1,https://github.com/soundarya4807289/exp_rob_assignment_1,2021-06-27,2021-06-27,0,2021-06-27,0
soundarya4807289/exp_rob_assignment_2,https://github.com/soundarya4807289/exp_rob_assignment_2,2021-06-27,2021-06-27,0,2021-06-27,0
Southampton-Maritime-Robotics/Autonomous-Ship-and-Wavebuoys,https://github.com/Southampton-Maritime-Robotics/Autonomous-Ship-and-Wavebuoys,2017-11-03,2017-11-09,6,2017-11-09,0
Southampton-Maritime-Robotics/DelphinROSv3,https://github.com/Southampton-Maritime-Robotics/DelphinROSv3,2014-11-14,2019-04-18,1616,2014-11-14,1616
Spiraline/hjw-ROS,https://github.com/Spiraline/hjw-ROS,2020-09-24,2020-09-25,1,2020-09-25,0
srmauvsoftware/alpheus,https://github.com/srmauvsoftware/alpheus,2017-12-16,2019-03-24,463,2017-12-16,463
srmauvsoftware/srmauv,https://github.com/srmauvsoftware/srmauv,2018-09-21,2020-10-30,770,2018-09-21,770
srmauvsoftware/URSim,https://github.com/srmauvsoftware/URSim,2019-02-24,2019-06-17,113,2019-02-24,113
ssafarik/Flylab,https://github.com/ssafarik/Flylab,2011-12-22,2014-10-17,1030,2011-12-22,1030
ssonkol/Robotics_Projects,https://github.com/ssonkol/Robotics_Projects,2021-12-28,2022-01-08,11,2021-12-28,11
ssteveminq/deepgaze_ros,https://github.com/ssteveminq/deepgaze_ros,2018-04-05,2019-10-02,545,2018-04-05,545
StanfordVL/tr_autonav,https://github.com/StanfordVL/tr_autonav,2019-10-25,2019-10-25,0,2019-10-25,0
stateSpaceRobotics/2020_robot,https://github.com/stateSpaceRobotics/2020_robot,2018-01-21,2020-03-07,776,2019-10-05,154
stateSpaceRobotics/odrive_smach,https://github.com/stateSpaceRobotics/odrive_smach,2019-11-02,2019-11-22,20,2019-11-02,20
stefanyangwang/grasping_state_machine,https://github.com/stefanyangwang/grasping_state_machine,2021-12-15,2021-12-15,0,2021-12-15,0
steliyansyarov/StateMachineNode,https://github.com/steliyansyarov/StateMachineNode,2021-02-03,2021-02-03,0,2021-02-03,0
StepMan91/MsCV-UE4-Robotics_Project,https://github.com/StepMan91/MsCV-UE4-Robotics_Project,2016-09-25,2017-01-03,100,2016-09-25,100
stevewen/PR2_door_open,https://github.com/stevewen/PR2_door_open,2018-12-06,2018-12-06,0,2018-12-06,0
strands-project/aaf_deployment,https://github.com/strands-project/aaf_deployment,2015-02-09,2018-05-14,1190,2015-02-14,1185
strands-project/autonomous_patrolling,https://github.com/strands-project/autonomous_patrolling,2013-06-25,2017-12-12,1631,2013-06-25,1631
strands-project/strands_3d_mapping,https://github.com/strands-project/strands_3d_mapping,2013-06-12,2017-05-05,1423,2013-07-10,1395
strands-project/strands_executive,https://github.com/strands-project/strands_executive,2014-02-13,2020-02-13,2191,2014-02-13,2191
strands-project/strands_hri,https://github.com/strands-project/strands_hri,2013-07-03,2019-02-07,2045,2013-07-03,2045
strands-project/strands_morse,https://github.com/strands-project/strands_morse,2013-05-17,2018-12-04,2027,2013-05-17,2027
strands-project/strands_navigation,https://github.com/strands-project/strands_navigation,2013-11-07,2020-04-20,2356,2014-01-17,2285
strands-project/strands_tabletop_perception,https://github.com/strands-project/strands_tabletop_perception,2014-03-03,2017-12-12,1380,2014-03-03,1380
sumodnandanwar/Crazyflie-project,https://github.com/sumodnandanwar/Crazyflie-project,2020-06-30,2020-07-15,15,2020-06-30,15
SUTURO/euroc_planning,https://github.com/SUTURO/euroc_planning,2014-07-21,2015-01-16,179,2015-09-04,-231
swarmlab/swarmlabatwork,https://github.com/swarmlab/swarmlabatwork,2013-10-31,2013-10-31,0,2013-10-31,0
szaydin/Robotics,https://github.com/szaydin/Robotics,2018-09-26,2018-09-26,0,2018-09-26,0
taeho5825/ROS-master_code,https://github.com/taeho5825/ROS-master_code,2021-05-26,2021-05-26,0,2021-05-26,0
Team488/AgentSmith2018,https://github.com/Team488/AgentSmith2018,2019-01-05,2019-01-05,0,2019-01-05,0
Team-ALFRED/alfred_ws,https://github.com/Team-ALFRED/alfred_ws,2015-09-16,2015-11-18,63,2015-09-16,63
teamr3/URC-18,https://github.com/teamr3/URC-18,2017-08-03,2018-07-18,349,2017-08-03,349
TempleRAIL/Archeology-Robot-Arm,https://github.com/TempleRAIL/Archeology-Robot-Arm,2020-05-09,2020-08-15,98,2020-03-23,145
TempleWaterfOWLS/CV-static,https://github.com/TempleWaterfOWLS/CV-static,2016-02-25,2016-05-11,76,2016-02-25,76
tfinley/ROS,https://github.com/tfinley/ROS,2013-11-21,2014-05-02,162,2013-11-21,162
TheBerbat/Turtlebot2_UV,https://github.com/TheBerbat/Turtlebot2_UV,2020-07-03,2020-07-03,0,2020-07-03,0
Thedush/ChatBot,https://github.com/Thedush/ChatBot,2018-08-28,2018-08-28,0,2018-08-28,0
thentnucyborg/CyborgRobot,https://github.com/thentnucyborg/CyborgRobot,2019-10-14,2020-07-17,277,2019-10-14,277
thentnucyborg/CyborgRobot_v2-v3_archive,https://github.com/thentnucyborg/CyborgRobot_v2-v3_archive,2020-02-25,2020-02-25,0,2020-02-25,0
thentnucyborg/navigation,https://github.com/thentnucyborg/navigation,2020-02-27,2020-02-27,0,2020-02-27,0
thibs-sigma/CollaborativeBaxter,https://github.com/thibs-sigma/CollaborativeBaxter,2019-06-24,2019-08-10,47,2019-06-24,47
thibs-sigma/CollaborativeUR3ROSETTA,https://github.com/thibs-sigma/CollaborativeUR3ROSETTA,2019-11-28,2020-09-14,291,2019-11-28,291
thinclab/sawyer_irl_project,https://github.com/thinclab/sawyer_irl_project,2019-06-07,2021-10-18,864,2021-01-27,264
thinclab/ur3e_irl_project,https://github.com/thinclab/ur3e_irl_project,2021-07-06,2021-12-30,177,2021-07-06,177
ThomasCarstens/cfScripts,https://github.com/ThomasCarstens/cfScripts,2020-11-28,2021-03-17,109,2020-11-28,109
ThomasCarstens/swarmStack_flightarena,https://github.com/ThomasCarstens/swarmStack_flightarena,2021-09-16,2021-10-28,42,2021-09-16,42
ThomasCarstens/txa-dvic-projects-tutos,https://github.com/ThomasCarstens/txa-dvic-projects-tutos,2020-10-15,2020-11-29,45,2020-10-15,45
tingelst/etasl_ros_control,https://github.com/tingelst/etasl_ros_control,2019-02-15,2019-09-27,224,2019-02-15,224
tinkerfuroc/tk2_mission,https://github.com/tinkerfuroc/tk2_mission,2016-04-27,2016-07-01,65,2016-04-27,65
tinokl/alfred,https://github.com/tinokl/alfred,2014-04-13,2021-02-15,2500,2014-04-13,2500
tkfdkskarl56/Autonomous_driving,https://github.com/tkfdkskarl56/Autonomous_driving,2021-12-03,2021-12-03,0,2021-12-03,0
tl230419/programming_robots_with_ros,https://github.com/tl230419/programming_robots_with_ros,2020-09-18,2020-10-27,39,2020-09-18,39
tmacdalampa/teach_play,https://github.com/tmacdalampa/teach_play,2021-08-12,2021-11-10,90,2021-08-12,90
TreeChing/Luobokeng,https://github.com/TreeChing/Luobokeng,2021-09-16,2021-09-17,1,2021-09-17,0
tr-gis/saya_v2,https://github.com/tr-gis/saya_v2,2018-06-11,2018-06-11,0,2018-06-11,0
trinhtrannp/hcrdocker,https://github.com/trinhtrannp/hcrdocker,2020-02-04,2020-02-27,23,2020-02-04,23
tsoonjin/visionx,https://github.com/tsoonjin/visionx,2015-12-08,2016-05-13,157,2015-12-08,157
tue-robotics/tue_robocup,https://github.com/tue-robotics/tue_robocup,2013-02-21,2022-01-18,3253,2014-12-02,2604
tue-robotics-graveyard/robot_smach_states,https://github.com/tue-robotics-graveyard/robot_smach_states,2013-04-10,2017-01-22,1383,2014-10-21,824
turtlebot/turtlebot_arm,https://github.com/turtlebot/turtlebot_arm,2011-07-04,2021-04-01,3559,2012-10-04,3101
turtlebot/turtlebot_rcommander,https://github.com/turtlebot/turtlebot_rcommander,2011-08-23,2011-09-18,26,2013-09-15,-728
twighk/ROS-Pi3,https://github.com/twighk/ROS-Pi3,2016-05-08,2016-05-08,0,2016-05-08,0
Tyrell10/Skripsi,https://github.com/Tyrell10/Skripsi,2021-11-07,2022-01-07,61,2021-11-07,61
ua-sista/ua-ros-pkg,https://github.com/ua-sista/ua-ros-pkg,2009-12-04,2015-03-31,1943,2015-03-31,0
UBC-OpenRobotics/ArmNavigation,https://github.com/UBC-OpenRobotics/ArmNavigation,2020-03-12,2021-03-06,359,2020-03-12,359
ucfroboticsclub/ucf_robotics,https://github.com/ucfroboticsclub/ucf_robotics,2014-11-22,2015-07-22,242,2014-11-22,242
uchile-robotics/bender_ltm,https://github.com/uchile-robotics/bender_ltm,2018-05-31,2018-12-22,205,2018-05-31,205
uchile-robotics/EndangeredAnimals,https://github.com/uchile-robotics/EndangeredAnimals,2019-11-18,2019-12-04,16,2019-11-18,16
uchile-robotics/RoboTreasure,https://github.com/uchile-robotics/RoboTreasure,2019-11-12,2019-12-05,23,2019-11-12,23
uchile-robotics/uchile_tools,https://github.com/uchile-robotics/uchile_tools,2016-02-20,2020-01-21,1431,2017-05-15,981
uchile-robotics-graveyard/code_graveyard,https://github.com/uchile-robotics-graveyard/code_graveyard,2016-02-17,2016-12-13,300,2017-05-17,-155
UCR-Robotics/arcs_psr,https://github.com/UCR-Robotics/arcs_psr,2018-11-22,2018-12-21,29,2018-11-22,29
UCSD-E4E/stingray-auv,https://github.com/UCSD-E4E/stingray-auv,2013-01-16,2014-03-14,422,2013-01-16,422
uobirlab/butler,https://github.com/uobirlab/butler,2013-07-09,2014-06-10,336,2014-06-03,7
uos/ceres_robot,https://github.com/uos/ceres_robot,2017-07-21,2021-10-28,1560,2017-07-21,1560
uos/mbf_tutorials,https://github.com/uos/mbf_tutorials,2018-11-23,2021-04-08,867,2021-03-03,36
uos/pluto_robot,https://github.com/uos/pluto_robot,2015-02-25,2021-10-28,2437,2015-09-23,2227
urpylka/four_from_the_hangover,https://github.com/urpylka/four_from_the_hangover,2018-10-29,2018-10-29,0,2018-10-29,0
uscauv/mission_control,https://github.com/uscauv/mission_control,2015-02-25,2015-03-25,28,2015-01-16,68
USYD-RowBot/rowbot_mission_planner,https://github.com/USYD-RowBot/rowbot_mission_planner,2018-07-23,2018-12-13,143,2018-07-23,143
utahrobotics/AMEE,https://github.com/utahrobotics/AMEE,2020-02-01,2020-02-20,19,2020-02-01,19
utahrobotics/state_machine,https://github.com/utahrobotics/state_machine,2017-11-18,2019-05-15,543,2017-11-18,543
utahrobotics/usr_ws_2017,https://github.com/utahrobotics/usr_ws_2017,2015-09-11,2020-01-14,1586,2017-08-27,870
Utaro-M/webots_pkg,https://github.com/Utaro-M/webots_pkg,2021-07-02,2021-07-14,12,2021-07-02,12
utexas-bwi/bwi_common,https://github.com/utexas-bwi/bwi_common,2013-11-29,2021-07-16,2786,2013-11-29,2786
vadersys/sedna_,https://github.com/vadersys/sedna_,2017-02-03,2017-02-03,0,2017-02-03,0
veerkalburgi/multi_robot_collabration,https://github.com/veerkalburgi/multi_robot_collabration,2020-10-13,2020-10-14,1,2020-10-13,1
venkatraman4berge/Hugo,https://github.com/venkatraman4berge/Hugo,2019-05-28,2019-06-07,10,2019-06-07,0
Vesperal-Hunter/workspace_for_master_project,https://github.com/Vesperal-Hunter/workspace_for_master_project,2016-07-24,2016-08-13,20,2016-07-24,20
vibin18/kobuki-ros-nav,https://github.com/vibin18/kobuki-ros-nav,2020-09-01,2020-09-12,11,2020-09-01,11
vignif/robot-handshake-ros-nodes,https://github.com/vignif/robot-handshake-ros-nodes,2018-05-02,2020-03-19,687,2018-05-02,687
vinnnyr/ros-ag-rover,https://github.com/vinnnyr/ros-ag-rover,2020-06-13,2020-06-25,12,2020-06-13,12
ViolinLee/Pincher_projects,https://github.com/ViolinLee/Pincher_projects,2019-02-08,2020-04-19,436,2019-02-08,436
vislab-tecnico-lisboa/aha_tools,https://github.com/vislab-tecnico-lisboa/aha_tools,2016-10-04,2018-05-28,601,2016-10-04,601
vislab-tecnico-lisboa/vizzy,https://github.com/vislab-tecnico-lisboa/vizzy,2015-02-17,2021-11-10,2458,2015-02-17,2458
vivekmalik2609/Golf-Cart,https://github.com/vivekmalik2609/Golf-Cart,2018-06-08,2018-07-12,34,2018-06-08,34
void32/frobit,https://github.com/void32/frobit,2013-02-18,2014-05-07,443,2014-04-08,29
vortexntnu/Vortex-AUV,https://github.com/vortexntnu/Vortex-AUV,2019-01-08,2022-01-18,1106,2019-01-08,1106
Vpatrik/mech_ros,https://github.com/Vpatrik/mech_ros,2019-03-09,2019-06-01,84,2019-03-09,84
VRI/OpenVRI,https://github.com/VRI/OpenVRI,2016-09-14,2017-04-29,227,2016-09-14,227
